o_apple_key,o_opendb_key,o_flag,apple_id,apple_Artist,apple_Track,apple_Album,apple_Track_Explicitness,apple_Album_Year,apple_Duration,opendb_id,opendb_Artist,opendb_Track,opendb_Album,opendb_Track_Explicitness,opendb_Album_Year,opendb_Duration
A5282,B45794,False,A5282,The Lumineers,Where the Skies Are Blue (Bonus Track),Cleopatra (Deluxe),notExplicit,2016,140120,B45794,Misconduct,What's Right (Live in Gothenburg) (Bonus Track),United as One,notExplicit,2003,172000
A7713,B53218,False,A7713,Glee Cast,Don't You Want Me (Glee Cast Version),"Glee: The Music, Vol. 5",notExplicit,2011,213573,B53218,Gabrielle Aplin,Please Don't Say You Love Me (The Rak Sessions),English Rain,notExplicit,2013,181000
A4729,B59939,False,A4729,Hoodie Allen,All About It (feat. Ed Sheeran),People Keep Talking,explicit,2014,205733,B59939,Louis Lunch,It's All About You (feat. Mr Tsow & Sphiwe Vox),L.E.T.S,notExplicit,2020,447000
A900,B74509,False,A900,Casting Crowns,Praise You In This Storm,Lifesong,notExplicit,2005,297640,B74509,"Instrumental Christian Songs, Christian Piano Music, Praise and Worship & Instrumental",Praise You in This Storm (Instrumental Version),Instrumental Piano Worship Songs: You Make Me Brave,notExplicit,2016,270000
A8267,B90715,False,A8267,Anita Baker,Giving You the Best That I Got (Single Version),The Best of Anita Baker,notExplicit,1988,233973,B90715,Andrew Allen,Loving You Tonight - The Wedding Version,Loving You Tonight - The Wedding Version,notExplicit,2021,221000
A513,B91888,False,A513,The Sugarhill Gang,"Rapper's Delight (7"" Single Version)",The Essentials: The Sugarhill Gang,notExplicit,2002,305413,B91888,Bo Donaldson and The Heywoods,Hooked on a Feeling (Ooga Chaka Single Version),Hooked on a Feeling (Ooga Chaka Single Version),notExplicit,2019,173000
A8000,B93592,False,A8000,Trans-Siberian Orchestra,The Silent Nutcracker (Instrumental),Christmas Eve and Other Stories,notExplicit,1996,142307,B93592,Kylie Minogue,Things Can Only Get Better (Album Instrumental),What Do I Have to Do? (Remixes),notExplicit,1991,236000
A9357,B93995,False,A9357,Lou Rawls,You'll Never Find Another Love Like Mine,The Essential Lou Rawls,notExplicit,1976,266307,B93995,Slade,You'll Never Walk Alone (Live - Slade On Stage),Slade On Stage (Expanded; Live),notExplicit,1982,36000
A9165,B317,False,A9165,Taylor Swift,Girl At Home (Taylor's Version),Red (Taylor's Version),notExplicit,2021,220523,B317,Songs For Children,Little Jack Horner (Children's Vocal Version),Children's 100 Classic Songs Collection,notExplicit,2011,60000
A2279,B829,False,A2279,Lil' Scrappy featuring Young Buck,Money In the Bank (feat. Young Buck),Money In the Bank (feat. Young Buck) - Single,explicit,2006,240533,B829,Gorilla Voltage,Monkey on My Back (feat. Blaze Ya Dead Homie),Ape-X,Explicit,2017,240000
A8121,B2406,False,A8121,Cassie,Official Girl (feat. Lil Wayne),Official Girl (feat. Lil Wayne) - Single,notExplicit,2008,257502,B2406,Chet Baker,I Want A Little Girl (feat. Philip Catherine),Late Night Jazz (Deluxe Edition) (feat. Philip Catherine),notExplicit,2022,253000
A1240,B2766,False,A1240,Lil Mama,Shawty Get Loose (feat. T-Pain & Chris Brown),Shawty Get Loose (feat. T-Pain & Chris Brown) - Single,notExplicit,2008,212547,B2766,Nasty C,What I Like (feat. Tellaman & Nadia Nakai),Ivyson Army Tour Mixtape,Explicit,2022,166000
A595,B5623,False,A595,Chicago,You're the Inspiration,The Very Best of Chicago: Only the Beginning,notExplicit,1984,230737,B5623,"Wedding Reception, Instrumental Wedding Music Zone & Wedding",You're the Inspiration (Instrumental Version),Wedding Reception Music: The Way You Look Tonight,notExplicit,2016,245000
A6704,B9651,False,A6704,Big Time Rush,I Know You Know (feat. Cymphonique),BTR,notExplicit,2010,175587,B9651,Binky Womack,I Know You Miss Me (feat. Angel Faye Russell),I Know You Miss Me (feat. Angel Faye Russell),notExplicit,2022,236000
A2075,B11963,False,A2075,Outkast,The Way You Move (feat. Sleepy Brown),Speakerboxxx/The Love Below,explicit,2003,234000,B11963,MitiS,When I Say You're Mine (feat. Luma & Notelle),Lost,notExplicit,2021,274000
A8569,B14692,False,A8569,Taylor Swift,You’re Not Sorry (Taylor’s Version),Fearless (Taylor's Version),notExplicit,2021,261843,B14692,Ameritz Digital Karaoke,You're All I Need to Get By (Karaoke Version),Karaoke (In the Style of Marvin Gaye & Tammi Terrel),notExplicit,2013,162000
A182,B17428,False,A182,Journey,Wheel In the Sky (2024 Remaster),Greatest Hits (2024 Remaster),notExplicit,1978,254717,B17428,Gary Moore,I Loved Another Woman (2002 Digital Remaster),5 Album Set,notExplicit,2012,187000
A7315,B21344,False,A7315,Whitney Houston,I Will Always Love You,The Bodyguard (Original Soundtrack Album),notExplicit,1992,271093,B21344,John Williams,"I Will Always Love You (From ""The Bodyguard"")",Award Winning Movie Soundtracks,notExplicit,2024,204000
A8849,B22102,False,A8849,Post Malone,Die For Me (feat. Future & Halsey),Hollywood's Bleeding,explicit,2019,245268,B22102,Mysonne,Prayer For Me (feat. Pastor Stephen A. Green),If You're Scared Stay Inside,Explicit,2021,282000
A551,B22759,False,A551,gnash,"i hate u, i love u (feat. Olivia O'Brien)",us,explicit,2016,251034,B22759,Los Bravos,Nobody Wants To Be Lonely (feat. Olivia Gray),Midnight Storm (feat. Olivia Gray),notExplicit,2004,249000
A7315,B25120,False,A7315,Whitney Houston,I Will Always Love You,The Bodyguard (Original Soundtrack Album),notExplicit,1992,271093,B25120,Sarah Àlainn,"I Will Always Love You (From ""The Bodyguard"")",Cinema Music,notExplicit,2017,283000
A7987,B27966,False,A7987,Lupe Fiasco,Never Forget You (feat. John Legend),Lasers,notExplicit,2011,244493,B27966,Siine,Let Me Get to Know You (feat. LaKesha Nugent),Let Me Get to Know You,notExplicit,2021,175000
A8696,B29742,False,A8696,Trans-Siberian Orchestra,Siberian Sleigh Ride (Instrumental),The Lost Christmas Eve,notExplicit,2004,188467,B29742,Essenger,Empire Of Steel (J Peak Remix) (Instrumental),Empire Of Steel (Remix Contest Compilation) (feat. Scandroid),notExplicit,2020,194000
A6867,B31618,False,A6867,*NSYNC,Girlfriend (The Neptunes Remix) [feat. Nelly],Greatest Hits,notExplicit,2001,284467,B31618,Ellie Goulding,Brightest Blue (Nature Remix) (feat. NATURE),Brightest Blue (Nature Remix),notExplicit,2024,283000
A2788,B34851,False,A2788,Glee Cast,Safety Dance (Glee Cast Version),"Glee: The Music, Vol. 3 - Showstoppers (Deluxe Edition)",notExplicit,2010,199321,B34851,Playdough,Shadow Dance (Lonely Superstar Album Version),Lonely Superstar,notExplicit,2002,265000
A3363,B41765,False,A3363,Santana,Into the Night (feat. Chad Kroeger),Ultimate Santana,notExplicit,2007,222440,B41765,Lee Kernaghan,Lights on the Hill (feat. The Wolfe Brothers),The Very Best of Lee Kernaghan: Three Decades of Hits,notExplicit,2022,210000
A1240,B42294,False,A1240,Lil Mama,Shawty Get Loose (feat. T-Pain & Chris Brown),Shawty Get Loose (feat. T-Pain & Chris Brown) - Single,notExplicit,2008,212547,B42294,DJ CHARI,Shawty You (feat. Ymagik & RENE MARS),THE FIRST,Explicit,2018,217000
A977,B42335,False,A977,Pitbull,Shake Senora (feat. T-Pain & Sean Paul),Planet Pit (Deluxe Version),notExplicit,2011,214827,B42335,DukeDaGod,Street Pharmacist (feat. A-mafia & Hell Rell),"More Than Music, Vol. 2",Explicit,2007,290000
A8910,B44801,False,A8910,O-Zone,Dragostea Din Tei (Original Romanian Version),Ma Ya Hi (Dragostea Din Tei) [English Mixes] - EP,notExplicit,1990,213947,B44801,Capricorn,I Need Love (Original Instrumental Version),I Need Love,notExplicit,2013,368000
A131,B47064,False,A131,USHER,Yeah! (feat. Lil Jon & Ludacris),Confessions (Expanded Edition),notExplicit,2004,250373,B47064,Max B,I Need a Drink (feat. Jim Jones & Mel Matrix),"Library of a Legend, Vol. 4",Explicit,2010,263000
A2850,B47711,False,A2850,London Philharmonic Orchestra & David Parry,Hungarian Dance No. 5 in G Minor,The 50 Greatest Pieces of Classical Music,notExplicit,2009,158627,B47711,Tafelmusik,"Twelve German Dances, K.586: No. 4 in F Major",Mozart: Deutsche Tänze,notExplicit,2015,105000
A8307,B47770,False,A8307,Stone Temple Pilots,All in the Suit That You Wear (Album Version),Thank You,notExplicit,2003,219573,B47770,Graveland,At the Pagan Samhain Night (Album version),Carpathian Wolves,notExplicit,1994,494000
A2939,B54014,False,A2939,Baby Bash,What Is It (feat. Sean Kingston),Cyclone,notExplicit,2007,201120,B54014,Icebird,"Please, Don't (feat. rjd2 & Aaron Livingston)",The Abandoned Lullaby,notExplicit,2011,173000
A1289,B54238,False,A1289,Skrillex,Rock 'n' Roll (Will Take You to the Mountain),Scary Monsters and Nice Sprites,explicit,2010,284130,B54238,The Boppers,Rock'n'Roll Is Good for the Soul,Keep on Boppin',notExplicit,2016,151000
A8703,B58182,False,A8703,Taylor Swift,The Other Side Of The Door (Taylor’s Version),Fearless (Taylor's Version),notExplicit,2021,238444,B58182,Tarwater,To The Garden The World (EP Version),Leaves Of Grass,notExplicit,2020,159000
A8703,B65477,False,A8703,Taylor Swift,The Other Side Of The Door (Taylor’s Version),Fearless (Taylor's Version),notExplicit,2021,238444,B65477,Sarah Vaughan,On The Other Side Of The Tracks,A Night with Sarah Vaughan,notExplicit,2023,216000
A8910,B68446,False,A8910,O-Zone,Dragostea Din Tei (Original Romanian Version),Ma Ya Hi (Dragostea Din Tei) [English Mixes] - EP,notExplicit,1990,213947,B68446,Death,Legion of Doom (Original Florida Session),Scream Bloody Gore (Deluxe Reissue),notExplicit,2016,192000
A6498,B69735,False,A6498,Ed Sheeran,Cross Me (feat. Chance the Rapper & PnB Rock),No.6 Collaborations Project,explicit,2019,206187,B69735,Smoov-e,Get Up (feat. Count Salaz & Pat Rich),I Funked Her First,Explicit,2014,250000
A6867,B70246,False,A6867,*NSYNC,Girlfriend (The Neptunes Remix) [feat. Nelly],Greatest Hits,notExplicit,2001,284467,B70246,Big Gigantic,You’re The One (CloZee Remix) (feat. Nevve),You’re The One (CloZee Remix),notExplicit,2019,276000
A3383,B71809,False,A3383,G-Eazy,One of Them (feat. Big Sean),When It's Dark Out,explicit,2015,199522,B71809,Tanya Stephens,Bullet Through The Glass (feat. Big Mountain),One Man Band (feat. Big Mountain),notExplicit,2020,268000
A8910,B78316,False,A8910,O-Zone,Dragostea Din Tei (Original Romanian Version),Ma Ya Hi (Dragostea Din Tei) [English Mixes] - EP,notExplicit,1990,213947,B78316,Death,Legion of Doom (Original Florida Session),Scream Bloody Gore,notExplicit,1987,192000
A8995,B84210,False,A8995,Metallica,When a Blind Man Cries,Hardwired…To Self-Destruct (Deluxe Edition),notExplicit,2012,275013,B84210,Jon Lord,When a Blind Man Cries (Live at The Basement),Live at The Basement,notExplicit,2008,409000
A65,B86000,False,A65,Fun.,We Are Young (feat. Janelle Monáe),Some Nights,notExplicit,2011,250627,B86000,Session Americana,What Are Those Things (feat. Jefferson Hamer),Great Shakes,notExplicit,2016,166000
A3127,B95164,False,A3127,Robin Schulz,Sugar (feat. Francesco Yates),Sugar,notExplicit,2015,219024,B95164,Erica Boschiero,Dietro alle stelle (feat. Francesco Ganassin),Dietro alle stelle [Colonna sonora originale del film Fratelli si diventa] (feat. Francesco Ganassin),notExplicit,2021,227000
A8378,B97532,False,A8378,Fifth Harmony,Brave Honest Beautiful (feat. Meghan Trainor),Reflection (Deluxe),notExplicit,2015,208253,B97532,Kevin Whalum,Simply Beautiful (feat. Wendy Moten),Simply Beautiful (feat. Wendy Moten),notExplicit,2014,303000
A60,B97629,False,A60,Flo Rida,Right Round (feat. Ke$ha),R.O.O.T.S. (Deluxe Version),notExplicit,2009,204640,B97629,Monkey Monkey Music,Things That Go Round (feat. Meredith LeVande),Macaroni,notExplicit,2016,145000
A2112,B7362,False,A2112,G-Eazy,Drifting (feat. Chris Brown & Tory Lanez),When It's Dark Out,explicit,2015,273245,B7362,Andrew Hill,Little John (feat. Chris White & Art Lewis),Invitation (feat. Chris White & Art Lewis),notExplicit,1974,412000
A4657,B8702,False,A4657,Patrick Swayze,She's Like the Wind (feat. Wendy Fraser),Dirty Dancing (Original Motion Picture Soundtrack),notExplicit,1987,232907,B8702,Joe Brown,Summertime Blues (Live) (feat. Henry Gross),Just Joe (Live) (feat. Henry Gross),notExplicit,2017,152000
A9248,B16395,False,A9248,Lupe Fiasco,Little Weapon (feat. Bishop G & Nikki Jean),Lupe Fiasco's The Cool (Deluxe Edition),notExplicit,2007,245853,B16395,Ed Sheeran,Little Lady (feat. Mikill Pane),No.5 Collaborations Project,notExplicit,2011,329000
A269,B16524,False,A269,BOYS LIKE GIRLS,Two Is Better Than One (feat. Taylor Swift),Love Drunk (Bonus Track Version),notExplicit,2009,243563,B16524,G.L.O,Better Than Before (feat. Patriot Mckee),Born Again,notExplicit,2019,212000
A7197,B24078,False,A7197,David Guetta,Shot Me Down (feat. Skylar Grey),Listen,notExplicit,2014,191412,B24078,Lulcamerin0,Let Me Down (feat. Duffle Bag Boog & Ayeek),Hades,Explicit,2019,186000
A2257,B24957,False,A2257,Skrillex,Scatta (feat. Foreign Beggars & Bare Noize),Scary Monsters and Nice Sprites,notExplicit,2010,234891,B24957,Vicetone,Animal (feat. Jordan Powers & Bekah Novi),Legacy,notExplicit,2021,198000
A553,B25128,False,A553,Pitbull,The Anthem (feat. Lil Jon),The Boatlift,explicit,2007,245000,B25128,Gateway Worship,Higher Than the Sky (feat. Melissa Jackson),Gateway Worship Voices,notExplicit,2016,223000
A4144,B29137,False,A4144,Lupe Fiasco,Words I Never Said (feat. Skylar Grey),Lasers (Deluxe Version),explicit,2011,256960,B29137,Boondox,"Broken, Never Shattered (feat. Rapper REDD)",Krimson Crow,Explicit,2020,226000
A5330,B94859,False,A5330,"Hank Williams, Jr.",Dixie On My Mind,"Hank Williams, Jr.'s Greatest Hits, Vol. 1",notExplicit,1981,156560,B94859,Millieonthebeat,Murder On My Mind (1950s),Murder On My Mind (1950s),Explicit,2024,173000
A1136,B95374,False,A1136,Chase Rice,Gonna Wanna Tonight,Ignite the Night (Party Edition),notExplicit,2014,213736,B95374,Oslo Gospel Choir,A Star Is Shining Tonight,This is the day - Live in Montreux - Christmas Special,notExplicit,2008,221000
A8876,B95475,False,A8876,Tim McGraw,Angry All the Time,Set This Circus Down,notExplicit,2001,270107,B95475,Chad Smith's Bombastic Meatbats,And We All Swing the Tuna,More Meat,notExplicit,2010,301000
A8678,B95512,False,A8678,Michael Jackson,Get On the Floor,Off the Wall,notExplicit,1979,277994,B95512,Pintglass,Get in the Skip You Prick,Way of the Geeza,Explicit,2019,164000
A822,B96218,False,A822,Talking Heads,Once In a Lifetime,The Best of Talking Heads (Remastered),notExplicit,1980,259240,B96218,The City of Prague Philharmonic Orchestra,Once In Royal Davids City,Christmas Choral Classics: Encore,notExplicit,2021,264000
A6898,B96405,False,A6898,Eagles,Seven Bridges Road (Live),The Very Best of Eagles,notExplicit,1980,184660,B96405,The Who,Behind Blue Eyes (Live),Who's Next (Deluxe Edition),notExplicit,1971,290000
A5069,B96408,False,A5069,"Crosby, Stills & Nash",Long Time Gone,Greatest Hits,notExplicit,1969,257427,B96408,Henry N. Raymond,"Lesson 15 - Time, General",Learn in Your Car: French Level 1,notExplicit,2012,219000
A4099,B97126,False,A4099,Billy Idol,"White Wedding, Pt. 1",Greatest Hits,notExplicit,1982,252400,B97126,Conejo,"Behind Enemy Lines, Pt. 3",Gangster Music,Explicit,2016,128000
A312,B97360,False,A312,The Chainsmokers,Roses (feat. ROZES),Bouquet - EP,notExplicit,2015,225813,B97360,Rohony,Dorset (feat. yeezuz2020),ARPAR,Explicit,2022,162000
A5118,B97545,False,A5118,Terry Jacks,Seasons In the Sun,Radio Hits of the '70s,notExplicit,1974,209347,B97545,The Temptations,Like A Diamond In The Sky,Reunion,notExplicit,1982,186000
A288,B97640,False,A288,Calvin Harris & Rihanna,This Is What You Came For,This Is What You Came For - Single,notExplicit,2016,221901,B97640,George Carlin,Things to Watch out For,Playin' with Your Head,Explicit,1986,146000
A8159,B97912,False,A8159,"Hank Williams, Jr.",The American Dream,"Hank Williams, Jr.'s Greatest Hits, Vol. 1",notExplicit,1982,139200,B97912,Native American Music Consort,Native American Sanctuary,"Tribal Chants for Great Spirit (Native American Sanctuary, Ritual of the Storm, Tribal Freedom, Shamanic Blessing of the Wolf)",notExplicit,2018,289000
A1187,B17116,False,A1187,The Goo Goo Dolls,Better Days,Better Days - Single,notExplicit,2005,215600,B17116,Red Dirt Skinners,Brighter Days Ahead,Brighter Days Ahead,notExplicit,2021,248000
A4664,B17239,False,A4664,Paramore,Fast In My Car,Paramore,notExplicit,2013,222702,B17239,Mo' Horizons,Sunset In El Palmar,Mango,notExplicit,2023,225000
A7047,B17307,False,A7047,Kenny Chesney,Always Gonna Be You,Welcome to the Fishbowl,notExplicit,2012,316423,B17307,Canciones para Ninos,Always Peaceful,25 Melodías Calmantes Para El Sueño Más Profundo En Segundos,notExplicit,2019,170000
A197,B17564,False,A197,Ed Sheeran,Castle on the Hill,÷ (Deluxe),notExplicit,2017,261154,B17564,The Theorist,Castle on the Hill (Piano Arrangement),"Piano Covers, Vol. 8",notExplicit,2017,258000
A4968,B17653,False,A4968,Don Henley & Stevie Nicks,Leather and Lace,Crystal Visions... The Very Best of Stevie Nicks (Bonus Version),notExplicit,1981,234827,B17653,Hardcore Masterz Vienna,Farmerland Hardcore,Farmerland Hardcore,Explicit,2012,259000
A1654,B17746,False,A1654,Glen Hansard,Fallen from the Sky,Once (Music from the Motion Picture),notExplicit,2007,205001,B17746,Midnight Syndicate,Fallen Grandeur,The 13th Hour,notExplicit,2005,176000
A3041,B17888,False,A3041,John Mayer,Edge of Desire,Battle Studies (Deluxe Version),notExplicit,2009,331995,B17888,HiTECH NINJA,End of desire(Full),End of desire(Full),notExplicit,2021,286000
A5799,B17938,False,A5799,Broken Bells,The Mall and Misery,Broken Bells,notExplicit,2010,246886,B17938,A Hope for Home,"Out of Ruin, Misery",In Abstraction,notExplicit,2011,536000
A6396,B18192,False,A6396,Train,Angel in Blue Jeans,Bulletproof Picasso,notExplicit,2014,205980,B18192,Brenn Hill,Angels in My Room,Ode to Selway,notExplicit,2013,278000
A3663,B18281,False,A3663,Jake Bugg,Simple As This,The Fault In Our Stars (Music From the Motion Picture),notExplicit,2012,197440,B18281,Worship for Babies,Simplemente Gracias,"Worship for Babies, Vol. 13",notExplicit,2023,264000
A6959,B18655,False,A6959,Daughtry,What I Meant to Say,Leave This Town (Bonus Track Version),notExplicit,2009,189901,B18655,Carroll Roberson,What a Glory Road,The Promise,notExplicit,2024,161000
A9697,B18733,False,A9697,A Tribe Called Quest,Solid Wall of Sound,We Got It from Here... Thank You 4 Your Service,explicit,2016,223357,B18733,Johnny Cash,Fool's Hall of Fame,100 Johnny Cash Hits – The Greatest Collection - The Very Best of Johnny Cash - The Ultimate Country Legend,notExplicit,2013,135000
A1723,B18799,False,A1723,Glen Hansard,Broken Hearted Hoover Fixer Sucker Guy,Once (Music from the Motion Picture),notExplicit,2007,53059,B18799,Havana,Broken Heart (Yuksel Urer Remix),Broken Heart,notExplicit,2020,193000
A5056,B19065,False,A5056,Grey's Anatomy Cast,Runnin' On Sunshine,Grey's Anatomy: The Music Event,notExplicit,2011,245100,B19065,Tina Turner,Sunset on Sunset,Love Explosion,notExplicit,1979,219000
A847,B19296,False,A847,Daft Punk & Panda Bear,Doin' it Right,Random Access Memories,notExplicit,2013,251302,B19296,Alexi Lalas,Almost Got It Right,Look at You,notExplicit,2019,160000
A9084,B19380,False,A9084,ODESZA,All We Need (feat. Shy Girls),In Return,notExplicit,2014,211200,B19380,WDR Big Band,Always Forward (feat. Marshall Gilkes),Always Forward,notExplicit,2018,521000
A1723,B19436,False,A1723,Glen Hansard,Broken Hearted Hoover Fixer Sucker Guy,Once (Music from the Motion Picture),notExplicit,2007,53059,B19436,The Flying Machine,"Broken-Hearted Me, Evil Hearted You",Down to Earth with The Flying Machine (Expanded Edition),notExplicit,2022,184000
A9074,B19869,False,A9074,Gnarls Barkley,Go-Go Gadget Gospel (Instrumental),St. Elsewhere,notExplicit,2006,134893,B19869,Freddie Gibbs,Broken (Alex Goose Instrumental Remix),Piñata (Deluxe Edition),notExplicit,2021,247000
A1116,B19952,False,A1116,One Direction,What a Feeling,Made In The A.M. (Deluxe Edition),notExplicit,2015,200539,B19952,33Miles,What a Faithful God,Let It Be Glory,notExplicit,2013,216000
A8381,B20222,False,A8381,alt-J,Arrival In Nara,This Is All Yours,notExplicit,2014,253418,B20222,Global Publishers Canada Inc.,Animals in Gujarati,English-Gujarati for Beginners (Teach Yourself Gujarati),notExplicit,2013,524000
A3117,B20241,False,A3117,Rage Against the Machine,Bullet In the Head,Rage Against the Machine,explicit,1992,309367,B20241,Andrei Krylov,Sunset on Goa Beach,"Magic Lullabies for My Baby: Relaxing, Dreamy, Peaceful Classical Guitar Songs",notExplicit,2019,194000
A1735,B20362,False,A1735,SAYGRACE,You Don't Own Me (feat. G-Eazy),Memo - EP,explicit,2015,198711,B20362,Gangstagrass,Nobody Gonna Miss Me (feat. T.O.N.E-z),"Lightning on the Strings, Thunder on the Mic",Explicit,2010,231000
A5574,B20625,False,A5574,Sia,Broken Glass,This Is Acting,notExplicit,2016,264987,B20625,Kevin Naquin,Broken Family Waltz,Pour la premiere fois,notExplicit,1999,157000
A6667,B20912,False,A6667,The Script,Exit Wounds,Science & Faith (Bonus Track Version),notExplicit,2010,265387,B20912,Whale Sounds,Bright Whale Sounds,Relaxing Whale Sounds,notExplicit,2017,68000
A881,B21339,False,A881,Fun.,Out on the Town,Some Nights,notExplicit,2012,261427,B21339,Logan Mize,Out of State Plates,Out of State Plates,notExplicit,2023,164000
A1654,B21345,False,A1654,Glen Hansard,Fallen from the Sky,Once (Music from the Motion Picture),notExplicit,2007,205001,B21345,The Black Rose Phantoms,Fallen Decadency,Among Dead Men,notExplicit,2012,165000
A5996,B21503,False,A5996,Taylor Swift,High Infidelity,Midnights (3am Edition),notExplicit,2022,231475,B21503,Pan Flute Music Society,Bright Spirituality,"Peruvian Ethnic Flute Music: Spiritual Calm of Peru, Meditation, Yoga and Deep Relaxation",notExplicit,2023,198000
A1954,B21692,False,A1954,Willie Nelson,Always On My Mind,16 Biggest Hits,notExplicit,1982,213107,B21692,Discharge,Always Restrictions,Decontrol: The Singles,Explicit,2009,79000
A8865,B21738,False,A8865,The Black Keys,I'll Be Your Man,The Big Come Up,notExplicit,2002,140933,B21738,The Beach Boys,I'm So Young (Mono),The Beach Boys Today! (Mono & Stereo),notExplicit,1965,153000
A553,B21922,False,A553,Pitbull,The Anthem (feat. Lil Jon),The Boatlift,explicit,2007,245000,B21922,Kim Kyung-ho,Higher To The Top (feat. Woo Jong Sun),First Love,notExplicit,2019,291000
A4106,B21949,False,A4106,The Doors,Light My Fire,The Very Best of The Doors,notExplicit,1967,412280,B21949,Sleep Sound Library,Bright Green Forest,Binaural Beats for Meditation & Spa,notExplicit,2020,163000
A3379,B22101,False,A3379,The Black Keys,Weight of Love,Turn Blue,notExplicit,2014,410196,B22101,Soundbeaver,Bright and Positive,Inspirational Songs,notExplicit,2017,173000
A3663,B22384,False,A3663,Jake Bugg,Simple As This,The Fault In Our Stars (Music From the Motion Picture),notExplicit,2012,197440,B22384,Marián Oviedo,Simplemente Gracias,Covers A Mi Estilo,notExplicit,2020,185000
A5574,B22393,False,A5574,Sia,Broken Glass,This Is Acting,notExplicit,2016,264987,B22393,The Ossun Playboys,Broken Family Waltz,Pour la premiere fois,notExplicit,1999,157000
A352,B22484,False,A352,Kid Ink,Show Me (feat. Chris Brown),My Own Lane,explicit,2013,217800,B22484,US Air Force Band: Max Impact & Silver Wings,Follow Me (feat. MSgt Dennis Hoffmann),Connected,notExplicit,2010,250000
A1116,B22627,False,A1116,One Direction,What a Feeling,Made In The A.M. (Deluxe Edition),notExplicit,2015,200539,B22627,Africa Music,What a Faithful God,"Marimba, Kalimba & Drums, African Music",notExplicit,2022,155000
A1277,B22645,False,A1277,Toby Keith,I Love This Bar,35 Biggest Hits,notExplicit,2003,333453,B22645,Jodi Benson,I Love My Neighbors,Jodi Benson Sings Songs From The Beginner's Bible,notExplicit,1992,252000
A1277,B23768,False,A1277,Toby Keith,I Love This Bar,35 Biggest Hits,notExplicit,2003,333453,B23768,fats'e & Supachefm,I Love Discomfort..,Disgraceful,Explicit,2018,130000
A1241,B24065,False,A1241,Miranda Lambert,More Like Her,Crazy Ex-Girlfriend (Bonus Track Version),notExplicit,2007,208880,B24065,Pegasus,Modern Time Inferno,Love & Gunfire,notExplicit,2014,151000
A9084,B24114,False,A9084,ODESZA,All We Need (feat. Shy Girls),In Return,notExplicit,2014,211200,B24114,Marshall Gilkes,Always Forward (feat. Marshall Gilkes),Always Forward,notExplicit,2018,521000
A5660,B24168,False,A5660,Lindsey Stirling,Beyond the Veil,Shatter Me,notExplicit,2014,254861,B24168,Dans Dans,Mothers Of The Veil,I / II,notExplicit,2013,295000
A1426,B24356,False,A1426,One Direction,Nobody Compares,Take Me Home (Yearbook Edition),notExplicit,2012,211293,B24356,Cybill Shepherd,Nobody Cares in Rio,"Cybill Shepherd: Singles, Vol. I",notExplicit,2013,255000
A1128,B24417,False,A1128,Carrie Underwood,Heartbeat,Storyteller,notExplicit,2015,210973,B24417,ASMR Sounds Clinic,Simple (Heartbeat ),"Heartbeat ASMR for Sleep, Calming Effect for Nervous System",notExplicit,2022,223000
A4253,B24616,False,A4253,Heatwave,Always and Forever,The Best of Heatwave: Always and Forever,notExplicit,1976,373907,B24616,Atlantic Starr,Always (Rerecorded),Atlantic Starr: All-Time Greatest Hits,notExplicit,2001,226000
A1362,B24721,False,A1362,Big Time Rush,Boyfriend,BTR,notExplicit,2010,201040,B24721,Alice Donut,My Boyfriend's Back,Mule,notExplicit,1990,142000
A1944,B24746,False,A1944,Ray LaMontagne,Hold You In My Arms,Trouble,notExplicit,2004,306200,B24746,Atomic Swing,Hoodood In Mamou,Bossanova Swap Meet,notExplicit,1994,328000
A6258,B24796,False,A6258,Taylor Swift,Snow On The Beach (feat. Lana Del Rey),Midnights (3am Edition),explicit,2022,256124,B24796,Fancy,How Do I Feel? (feat. Linda Jo Rizzo),Strip Down,notExplicit,2000,192000
A1844,B25054,False,A1844,NEEDTOBREATHE,Something Beautiful,The Outsiders (Deluxe Version),notExplicit,2009,220544,B25054,Vandelor,Sunset in Beirut,Eastern Discoveries,notExplicit,2023,322000
A948,B25112,False,A948,Maroon 5,Girls Like You (feat. Cardi B),Girls Like You (feat. Cardi B) - Single,explicit,2018,235545,B25112,The Big Ol’ Nasty Getdown,I Will Wait for You (feat. Laura Reed),The Big Ol' Nasty Getdown Volume 1,notExplicit,2018,331000
A631,B25383,False,A631,USHER,I Don't Mind (feat. Juicy J),I Don't Mind (feat. Juicy J) - Single,explicit,2014,251989,B25383,Nump,I'm So Filipino (feat. Jessica Chanel),I'm So Filipino (feat. Jessica Chanel),notExplicit,2016,264000
A2399,B25957,False,A2399,A Star Is Born Cast,I Love You,A Star Is Born Soundtrack,notExplicit,2018,19464,B25957,The Worship Crew,I Love Him Too Much,A Gospel Tribute to Lanny Wolfe,notExplicit,2011,335000
A2898,B26037,False,A2898,ODESZA,Say My Name (feat. Zyra),In Return,notExplicit,2014,262957,B26037,Within Temptation,Say My Name (Elements Live in Concert),Let Us Burn (Elements & Hydra Live in Concert),notExplicit,2014,247000
A2701,B26396,False,A2701,Sara Evans,Suds In the Bucket,Sara Evans: Greatest Hits,notExplicit,2003,227440,B26396,Gazm,Stupid Motherfucker,Heavy Vibe Music,Explicit,2019,107000
